 	ActiveWear								
itemPort_port_NameTurret12									
itemPort_port_NameTurret13									
itemPort_port_NameTurret14									
itemPort_port_NameTurret15									
itemPort_port_NameTurret16									
itemPort_port_NameTurret17									
itemPort_port_NameTurret18									
itemPort_port_NameTurret19									
itemPort_port_NameTurret20									
itemPort_port_NameTurretAIModule									
itemPort_port_NameTurretGunSlot									
itemPort_port_NameTurretGunSlot01									
itemPort_port_NameTurretGunSlot02									
itemPort_port_NameTurretGunSlot03									
itemPort_port_NameTurretGunSlot04									
itemPort_port_NameTurretSeat									
itemPort_port_NameWeaponEMP									
itemPort_port_NameWeaponInnerLeftWing									
itemPort_port_NameWeaponInnerRightWing									
itemPort_port_NameWeaponLeft									
itemPort_port_NameWeaponLeftWing									
itemPort_port_NameWeaponNose									
itemPort_port_NameWeaponRight									
itemPort_port_NameWeaponRightWing									
itemPort_port_NameWeaponSlot									
itemPort_port_NameWeaponSlot01									
itemPort_port_NameWeaponSlot02									
itemPort_port_NameWeaponSlot03									
itemPort_port_NameWeaponSlot04									
itemPort_port_NameWeaponSlot05									
itemPort_port_NameWeaponSlot06									
itemPort_port_NameWeaponSlot07									
itemPort_port_NameWeaponSlot08									
itemPort_port_NameWeaponSlot09									
itemPort_port_NameWeaponSlot10									
itemPort_port_NameWeaponTop									
itemPort_shield_attachment									
itemPort_sight_attachment									
itemPort_turret_left									
itemPort_turret_right									
itemPort_utility_attach_1									
itemPort_utility_attach_2									
itemPort_weapon_attach_gadget_2h									
itemPort_weapon_attach_shield									
itemPort_wep_sidearm									
itemPort_wep_sidearm_leg									
itemPort_wep_stocked_2									
itemPort_wep_stocked_3									
item_Desc100_Series_Paint_Fleetweek_Level1_Military									
item_Desc100_Series_Paint_Fleetweek_Level2_Camo									
item_Desc100_Series_Paint_Invictus_blue_gold									
item_Desc100i_Paint_Black_Orange									
item_Desc100i_Paint_Blue_Gold									
item_Desc100i_Paint_Blue_Pink									
item_Desc100i_Paint_Camo_Black									
item_Desc100i_Paint_Sand_Red									
item_Desc10mm_pistol_ballistic									
item_Desc10mm_rifle_laser									
item_Desc12g_electric									
item_Desc20mm_Tungsten									
item_Desc25mm_special_ballistic									
item_Desc25mm_special_ballistic_fragment									
item_Desc2ghz_microwave_energy									
item_Desc300i-C_LoadoutKit									
item_Desc300i-G_LoadoutKit									
item_Desc300i-T_LoadoutKit									
item_Desc300i_HAPR_VP_RMI_S3_Q2									
item_Desc315p-GT_LoadoutKit									
item_Desc315p-XC_LoadoutKit									
item_Desc325a-CC_LoadoutKit									
item_Desc325a-CI_LoadoutKit									
item_Desc325a-LC_LoadoutKit									
item_Desc325a-XC_LoadoutKit									
item_Desc325a_HAPR_VP_RMI_S3_Q2									
item_Desc350r-SP_LoadoutKit									
item_Desc350r-S_LoadoutKit									
item_Desc350r_HAPR_VP_ESI_S3_Q2									
item_Desc400i_Paint_Afterglow_Black_Orange									
item_Desc400i_Paint_Calacatta_Black_White									
item_Desc400i_Paint_CitCon_Meridian									
item_Desc400i_Paint_Penumbra_Black_Gold									
item_Desc400i_Paint_Stratus_Grey_Yellow									
item_Desc5mm_rifle_ballistic									
item_Desc600i_Paint_Unity									
item_Desc6mm_pistol_laser									
item_DescAEGS_3DRadarDisplay									
item_DescAEGS_Avenger_CML_Chaff									
item_DescAEGS_Avenger_CML_Flare									
item_DescAEGS_Avenger_Ejection_Seat									
item_DescAEGS_Avenger_LandingSystem									
item_DescAEGS_Avenger_MultiLight									
item_DescAEGS_Avenger_Titan_Seat									
item_DescAEGS_Avenger_shop									
item_DescAEGS_BallisticRepeater_S5									
item_DescAEGS_Cockpit_Audio									
item_DescAEGS_EMP_Device									
item_DescAEGS_EMP_Sentinel_S4									
item_DescAEGS_Eclipse_CML_Chaff									
item_DescAEGS_Eclipse_CML_Flare									
item_DescAEGS_Engine_Double_Idris									
item_DescAEGS_Engine_Single_Idris									
item_DescAEGS_FuelIntake_Idris									
item_DescAEGS_FuelTank_Idris									
item_DescAEGS_Gemini_S6_Q1									
item_DescAEGS_Gemini_S7_Q1									
item_DescAEGS_Gladius_CML_Chaff									
item_DescAEGS_Gladius_CML_Flare									
item_DescAEGS_Gladius_Ejection_Seat									
item_DescAEGS_Gladius_LandingSystem									
item_DescAEGS_Gladius_Main									
item_DescAEGS_Gladius_Mav_Joint_01									
item_DescAEGS_Gladius_Mav_Joint_02									
item_DescAEGS_Gladius_MultiLight									
item_DescAEGS_Gladius_Nose_S2									
item_DescAEGS_Gladius_Retro									
item_DescAEGS_Gladius_lights									
item_DescAEGS_Gladius_shop									
item_DescAEGS_Hammerhead_CML_Chaff									
item_DescAEGS_Hammerhead_CML_Flare									
item_DescAEGS_Idris_BallisticRepeater_S5									
item_DescAEGS_Idris_Copilot_Seat_Left									
item_DescAEGS_Idris_Copilot_Seat_Right									
item_DescAEGS_Idris_Large_Turret									
item_DescAEGS_Idris_Large_Turret_Base									
item_DescAEGS_Idris_Large_Turret_Seat									
item_DescAEGS_Idris_Pilot_seat									
item_DescAEGS_Idris_Rack									
item_DescAEGS_Idris_Turret									
item_DescAEGS_Idris_Turret_Base									
item_DescAEGS_Idris_Turret_Seat									
item_DescAEGS_Idris_Weapons_Seat									
item_DescAEGS_Javelin_Copilot_Seat									
item_DescAEGS_Javelin_Joint_Thruster									
item_DescAEGS_Javelin_Joint_Thruster_Small									
item_DescAEGS_Javelin_MainEngine									
item_DescAEGS_Javelin_Pilot_Seat									
item_DescAEGS_Javelin_Retro_Thruster									
item_DescAEGS_Javelin_SupportEngine									
item_DescAEGS_Javelin_Turret									
item_DescAEGS_Javelin_Turret_Base									
item_DescAEGS_Raven_CML_Chaff									
item_DescAEGS_Raven_CML_Flare									
item_DescAEGS_Redeemer_shop									
item_DescAEGS_Retaliator_Cockpit_Seat									
item_DescAEGS_Retaliator_Engineer_Console									
item_DescAEGS_Retaliator_LandingSystem									
item_DescAEGS_Retaliator_MultiLight									
item_DescAEGS_Retaliator_Turret									
item_DescAEGS_Retaliator_Turret_Base									
item_DescAEGS_Retaliator_Turret_Seat									
item_DescAEGS_Retaliator_shop									
item_DescAEGS_S1_Rack_x2									
item_DescAEGS_S2_Rack_x1									
item_DescAEGS_S2_Rack_x2									
item_DescAEGS_S2_Rack_x3									
item_DescAEGS_S2_Rack_x4									
item_DescAEGS_S3_Rack_x1									
item_DescAEGS_Sabre_CML_Chaff									
item_DescAEGS_Sabre_CML_Flare									
item_DescAEGS_Sabre_Cockpit_Seat									
item_DescAEGS_Sabre_LandingSystem									
item_DescAEGS_Sabre_Main									
item_DescAEGS_Sabre_MultiLight									
item_DescAEGS_Sabre_Retro									
item_DescAEGS_Sabre_mav_Joint_01									
item_DescAEGS_Sabre_mav_Joint_02									
item_DescAEGS_Test_ADS									
item_DescAEGS_Test_CPU									
item_DescAEGS_Test_Motherboard									
item_DescAEGS_Test_TC									
item_DescAEGS_Test_WC									
item_DescAEGS_Thruster_Fixed_Antaeus									
item_DescAEGS_Thruster_Fixed_Hermes									
item_DescAEGS_Thruster_Fixed_Idris									
item_DescAEGS_Thruster_Fixed_Vanguard									
item_DescAEGS_Thruster_Joint_Hercules									
item_DescAEGS_Thruster_Joint_Samson									
item_DescAEGS_Thruster_Joint_Vanguard									
item_DescAEGS_Thruster_Retro_Idris									
item_DescAEGS_Thruster_Retro_Ixion									
item_DescAEGS_Vanguard_Cockpit_Seat									
item_DescAEGS_Vanguard_Jump_Seat									
item_DescAEGS_Vanguard_LandingSystem									
item_DescAEGS_Vanguard_Retro_Thruster									
item_DescAEGS_Vanguard_Turret									
item_DescAEGS_Vanguard_Turret_Base									
item_DescAEGS_Vanguard_Turret_Seat									
item_DescAEGS_XiTech_Pro_Fixed_S3_Q3									
item_DescAEGS_XiTech_Pro_Joint_S3_Q3									
item_DescAEGS_XiTech_Pro_Retro_S3_Q3									
item_DescALST_Retro_S3									
item_DescALST_Stamina_S2_Q3									
item_DescALST_Stamina_S4_Q4									
item_DescAMBX_APAR_BallisticGatling_S4									
item_DescAMBX_APAR_MassDriver_S2									
item_DescAMBX_BEHR_BallisticCannon_S4_HE									
item_DescAMBX_BEHR_BallisticRepeater_S2									
item_DescAMBX_BEHR_Flares_16									
item_DescAMBX_BEHR_Flares_24									
item_DescAMBX_BEHR_Flares_32									
item_DescAMBX_BEHR_Flares_40									
item_DescAMBX_BEHR_Flares_48									
item_DescAMBX_BEHR_Flares_8									
item_DescAMBX_GATS_BallisticCannon_S2									
item_DescAMBX_GATS_BallisticCannon_S3									
item_DescAMBX_GATS_BallisticGatling_S2									
item_DescAMBX_GATS_BallisticGatling_S3									
item_DescAMBX_JOKR_Chaff_16									
item_DescAMBX_JOKR_Chaff_24									
item_DescAMBX_JOKR_Chaff_32									
item_DescAMBX_JOKR_Chaff_40									
item_DescAMBX_JOKR_Chaff_48									
item_DescAMBX_JOKR_Chaff_8									
item_DescAMBX_JOKR_Flares_16									
item_DescAMBX_JOKR_Flares_24									
item_DescAMBX_JOKR_Flares_32									
item_DescAMBX_JOKR_Flares_40									
item_DescAMBX_JOKR_Flares_48									
item_DescAMBX_JOKR_Flares_8									
item_DescAMBX_KBAR_BallisticCannon_S1									
item_DescAMBX_KBAR_BallisticCannon_S2									
item_DescAMBX_KBAR_BallisticCannon_S3									
item_DescAMBX_KLWE_MassDriver_S10									
item_DescAMBX_KLWE_MassDriver_S2									
item_DescAMBX_KRIG_BallisticGatling_S2									
item_DescAMBX_KRIG_BallisticGatling_S3									
item_DescAMBX_RSI_BallisticRepeater_S9									
item_DescAMBX_TALN_Chaff_16									
item_DescAMBX_TALN_Chaff_24									
item_DescAMBX_TALN_Chaff_32									
item_DescAMBX_TALN_Chaff_40									
item_DescAMBX_TALN_Chaff_48									
item_DescAMBX_TALN_Chaff_8									
item_DescAMRS_LaserCannon_S1									
item_DescAMRS_LaserCannon_S2									
item_DescAMRS_LaserCannon_S3									
item_DescAMRS_LaserCannon_S4									
item_DescAMRS_LaserCannon_S5									
item_DescAMRS_LaserCannon_S6									
item_DescAMRS_ScatterGun_S3									
item_DescANVIL_Hornet_F7C_shop									
item_DescANVL_Arrow_Turret									
item_DescANVL_CML_Chaff									
item_DescANVL_CML_Flare									
item_DescANVL_Cockpit_Audio									
item_DescANVL_Crucible_Seat									
item_DescANVL_F7A_CML_Chaff									
item_DescANVL_F7A_CML_Flare									
item_DescANVL_F7A_FuelIntake									
item_DescANVL_Fixed_Mount_Hornet_Ball_S4									
item_DescANVL_Flex_MK2									
item_DescANVL_Flex_MK3									
item_DescANVL_FuelIntake									
item_DescANVL_FuelTank_F7A									
item_DescANVL_Gladiator_CML_Chaff									
item_DescANVL_Gladiator_CML_Flare									
item_DescANVL_Gladiator_CoPilot_Ejection_Seat									
item_DescANVL_Gladiator_Ejection_Seat									
item_DescANVL_Gladiator_LandingSystem									
item_DescANVL_Gladiator_Multilight									
item_DescANVL_Gladiator_Turret_Ball_S2_Q2									
item_DescANVL_Hornet_BallTurret_Lights									
item_DescANVL_Hornet_Ejection_Seat									
item_DescANVL_Hornet_Ejection_Seat_CoPilot									
item_DescANVL_Hornet_Ejection_Seat_F7A									
item_DescANVL_Hornet_F7CR_shop									
item_DescANVL_Hornet_F7CS_shop									
item_DescANVL_Hornet_F7C_Ball_Turret									
item_DescANVL_Hornet_F7C_Nose_Turret									
item_DescANVL_Hornet_LandingSystem									
item_DescANVL_Hornet_Lights									
item_DescANVL_Hornet_Multilight									
item_DescANVL_Joint_MK2									
item_DescANVL_Joint_MK3									
item_DescANVL_Lightning_F8_Turret									
item_DescANVL_S1_Rack_x4									
item_DescANVL_S2_Rack_x2									
item_DescANVL_S3_Rack_x1									
item_DescANVL_S5_Rack_x2									
item_DescANVL_Terrapin_Nose_Turret									
item_DescANVL_Test_ADS									
item_DescANVL_Test_CPU									
item_DescANVL_Test_Motherboard									
item_DescANVL_Test_TC									
item_DescANVL_Test_WC									
item_DescAPAR_BallisticGatling_S4									
item_DescAPAR_BallisticGatling_S6									
item_DescAPAR_BallisticRepeater_S4									
item_DescAPAR_BallisticRepeater_S5									
item_DescAPAR_BallisticRepeater_S6									
item_DescAPAR_BallisticScatterGun_S1									
item_DescAPAR_BallisticScatterGun_S1_Shark									
item_DescAPAR_BallisticScatterGun_S2									
item_DescAPAR_BallisticScatterGun_S2_Shark									
item_DescAPAR_BallisticScatterGun_S3									
item_DescAPAR_BallisticScatterGun_S3_Shark									
item_DescAPAR_MassDriver_S2									
item_DescARCO_ArcDuo_400_engine_Freelancer									
item_DescARGO_MPUV_Aux_Fixed_01									
item_DescARGO_MPUV_Aux_Fixed_02									
item_DescARGO_MPUV_Aux_Fixed_03									
item_DescARGO_MPUV_LandingSystem									
item_DescARMR_AEGS_Avenger_Stalker									
item_DescARMR_AEGS_Avenger_Titan									
item_DescARMR_AEGS_Avenger_Warlock									
item_DescARMR_AEGS_Gladius									
item_DescARMR_AEGS_Hammerhead									
item_DescARMR_AEGS_Idris									
item_DescARMR_AEGS_Redeemer									
item_DescARMR_AEGS_Retaliator									
item_DescARMR_AEGS_Sabre									
item_DescARMR_AEGS_SabreRaven									
item_DescARMR_AEGS_Vanguard									
item_DescARMR_ANVL_Gladiator									
item_DescARMR_ANVL_Hornet_F7A									
item_DescARMR_ANVL_Hornet_F7C									
item_DescARMR_ANVL_Hornet_F7CM									
item_DescARMR_ANVL_Hornet_F7CR									
item_DescARMR_ANVL_Hornet_F7CS									
item_DescARMR_ARGO_MPUV									
item_DescARMR_CNOU_Mustang_Alpha									
item_DescARMR_CNOU_Mustang_Beta									
item_DescARMR_CNOU_Mustang_Delta									
item_DescARMR_CNOU_Mustang_Gamma									
item_DescARMR_CNOU_Mustang_Omega									
item_DescARMR_DRAK_Cutlass_Black									
item_DescARMR_KRIG_Merlin									
item_DescARMR_MISC_Freelancer									
item_DescARMR_MISC_Reliant									
item_DescARMR_MISC_Starfarer									
item_DescARMR_MISC_Starfarer_Gemini									
item_DescARMR_ORIG_100i									
item_DescARMR_ORIG_125a									
item_DescARMR_ORIG_135c									
item_DescARMR_ORIG_300i									
item_DescARMR_ORIG_315p									
item_DescARMR_ORIG_325a									
item_DescARMR_ORIG_350r									
item_DescARMR_ORIG_M50									
item_DescARMR_RSI_Aurora_CL									
item_DescARMR_RSI_Aurora_ES									
item_DescARMR_RSI_Aurora_LN									
item_DescARMR_RSI_Aurora_LX									
item_DescARMR_RSI_Aurora_MR									
item_DescARMR_RSI_Constellation_Andromeda									
item_DescARMR_RSI_Polaris									
item_DescARMR_VNCL_Blade									
item_DescARMR_VNCL_Glaive									
item_DescARMR_VNCL_Scythe									
item_DescARMR_VNCL_Stinger									
item_DescARMR_VNCL_Void									
item_DescARMR_XIAN_Scout									
item_DescASAD_DistortionRepeater_S1									
item_DescASAD_DistortionRepeater_S2									
item_DescASAD_DistortionRepeater_S3									
item_DescASAS_SoloShield									
item_DescASAS_Soloshield_Survival									
item_DescAVIO_BEHR_S01_CSR_RP									
item_DescAVIO_CPUB_MITE_Memvio_10b									
item_DescAVIO_LEGACY_ADS									
item_DescAVIO_TGTC_BEHR_TM_4AB									
item_DescAVIO_TGTC_BEHR_TM_4GS									
item_DescAVIO_TGTC_BEHR_TM_4WL									
item_DescAVIO_TGTC_WLOP_F7A									
item_DescAVIO_TGTC_WLOP_P1_Omnitrack									
item_DescAVIO_TGTC_WLOP_P3X_Multilock									
item_DescAVIO_TGTC_WLOP_P3_Autocompensator									
item_DescAlienFish	A striking kingfish that’s capable of adapting to many types of environments. It was ‘presented’ to Humanity by the Xi’An from their preserves in Ealus System.								
item_DescAmmoBox_20mm_Tungsten_AMMO									
item_DescAmmoBox_AEGS_Flares									
item_DescAmmoBox_ANVL_Flares									
item_DescAmmoBox_Ballistic_20mm_AMMO									
item_DescAmmoBox_Ballistic_24mm									
item_DescAmmoBox_Ballistic_25mm_AMMO									
item_DescAmmoBox_Ballistic_35mm_AMMO									
item_DescAmmoBox_Ballistic_50mm_AMMO									
item_DescAmmoBox_Ballistic_60mm_AMMO									
item_DescAmmoBox_ORIG_Flares									
item_DescAmmoBox_RSI_Flares									
item_DescAmmoCrate									
item_DescAmmobox_AEGS_Avenger_Flares									
item_DescAmmobox_AEGS_Flares_Tutorial									
item_DescAmmobox_ANVL_Hornet_F7CM_Flares									
item_DescAmmobox_ANVL_Hornet_F7C_Flares									
item_DescAmmobox_ANVL_Hornet_FC7R_Flares									
item_DescAmmobox_Ballistic_1000rd_20mm									
item_DescAmmobox_Ballistic_120rd_106mm_exp									
item_DescAmmobox_Ballistic_120rd_40mm									
item_DescAmmobox_Ballistic_120rd_60mm									
item_DescAmmobox_Ballistic_150rd_35mm									
item_DescAmmobox_Ballistic_180rd_60mm									
item_DescAmmobox_Ballistic_200rd_25mm									
item_DescAmmobox_Ballistic_240rd_40mm									
item_DescAmmobox_Ballistic_240rd_60mm									
item_DescAmmobox_Ballistic_250rd_20mm									
item_DescAmmobox_Ballistic_300rd_35mm									
item_DescAmmobox_Ballistic_30rd_1000mm_rail									
item_DescAmmobox_Ballistic_360rd_40mm									
item_DescAmmobox_Ballistic_400rd_25mm									
item_DescAmmobox_Ballistic_450rd_35mm									
item_DescAmmobox_Ballistic_480rd_40mm									
item_DescAmmobox_Ballistic_500rd_1000mm									
item_DescAmmobox_Ballistic_500rd_20mm									
item_DescAmmobox_Ballistic_500rd_40mm_5km_exp									
item_DescAmmobox_Ballistic_500rd_40mm_exp									
item_DescAmmobox_Ballistic_50mm									
item_DescAmmobox_Ballistic_600rd_25mm									
item_DescAmmobox_Ballistic_600rd_35mm									
item_DescAmmobox_Ballistic_60rd_60mm									
item_DescAmmobox_Ballistic_60rd_60mm_rail									
item_DescAmmobox_Ballistic_60rd_80mm_rail									
item_DescAmmobox_Ballistic_750rd_20mm									
item_DescAmmobox_Ballistic_750rd_30mm									
item_DescAmmobox_Ballistic_800rd_25mm									
item_DescAmmobox_Ballistic_KRIG_20mm									
item_DescAmmobox_Ballistic_KRIG_25mm									
item_DescAmmobox_JOKR_Defcon_Flares									
item_DescAmmobox_ORIG_300i_Flares									
item_DescAmmobox_ORIG_315p_Flares									
item_DescAmmobox_ORIG_325a_Flares									
item_DescAmmobox_ORIG_350r_Flares									
item_DescAmmobox_ORIG_M50_Flares									
item_DescAmmobox_RSI_Aurora_CL_Flares									
item_DescAmmobox_RSI_Aurora_ES_Flares									
item_DescAmmobox_RSI_Aurora_LN_Flares									
item_DescAmmobox_RSI_Aurora_LX_Flares									
item_DescAmmobox_RSI_Aurora_MR_Flares									
item_DescAmmobox_Rocket									
item_DescAmmobox_VNCL_Glaive_Flares									
item_DescAmmobox_VNCL_Scythe_Flares									
item_DescAmmobox_XIAN_Scout_Flares									
item_DescArenaCommanderShipUI									
item_DescArrow_Paint_2950Invictus_1									
item_DescArrow_Paint_2950Invictus_2									
item_DescArrow_Paint_2950Invictus_3									
item_DescArrow_Paint_2950Invictus_4									
item_DescArrow_Paint_Unity									
item_DescAurora_Paint_2950Invictus_1									
item_DescAurora_Paint_2950Invictus_2									
item_DescAurora_Paint_2950Invictus_3									
item_DescAurora_Paint_BigBenny									
item_DescAurora_Paint_Blackbeard									
item_DescAurora_Paint_CrashTest									
item_DescAurora_Paint_Midnight									
item_DescAurora_Paint_Pitchfork									
item_DescAurora_Paint_SXSW15									
item_DescAurora_Paint_Signature									
item_DescAurora_Paint_StarKitten									
item_DescAurora_Paint_UEE									
item_DescAvenger_Paint_2950Invictus_1									
item_DescAvenger_Paint_2950Invictus_2									
item_DescAvenger_Paint_2950Invictus_3									
item_DescAvenger_Paint_Copernicus_LightBlue									
item_DescAvenger_Paint_DeBiasio_Orange_Grey									
item_DescAvenger_Paint_Kepler_Blue_Orange									
item_DescBANU_TachyonCannon_S1									
item_DescBANU_TachyonCannon_S2									
item_DescBANU_TachyonCannon_S3									
item_DescBEHR_ASIM09c_Marksman_II									
item_DescBEHR_BallisticCannon_S4									
item_DescBEHR_BallisticCannon_S5									
item_DescBEHR_BallisticCannon_S6									
item_DescBEHR_BallisticCannon_VNG_S2									
item_DescBEHR_BallisticGatling_S4									
item_DescBEHR_BallisticGatling_S5									
item_DescBEHR_BallisticGatling_S6									
item_DescBEHR_BallisticGatling_SF7B_S7									
item_DescBEHR_BallisticRepeater_S1									
item_DescBEHR_BallisticRepeater_S2									
item_DescBEHR_BallisticRepeater_S3									
item_DescBEHR_BallisticRepeater_VNG_S2									
item_DescBEHR_DistortionCannon_VNG_S2									
item_DescBEHR_DistortionRepeater_VNG_S2									
item_DescBEHR_LaserCannon_S1									
item_DescBEHR_LaserCannon_S2									
item_DescBEHR_LaserCannon_S3									
item_DescBEHR_LaserCannon_S5									
item_DescBEHR_LaserCannon_S6									
item_DescBEHR_LaserCannon_S7									
item_DescBEHR_LaserCannon_SF7E_S7									
item_DescBEHR_LaserCannon_VNG_S2									
item_DescBEHR_LaserRepeater_VNG_S2									
item_DescBEHR_PC2_Dual_S1									
item_DescBEHR_PC2_Dual_S3									
item_DescBEHR_PC2_Dual_S4									
item_DescBEHR_PC2_Dual_S4_Fixed									
item_DescBOMB_S03_FSKI_Thunderball									
item_DescBOMB_S10_FSKI_Colossus									
item_DescBRAA_groundturret_AA									
item_DescBRAA_groundturret_AP_S1									
item_DescBREC_S3_F4_Q1									
item_DescBRRA_HornetBall_160f_S1_Q2									
item_DescBRRA_HornetBall_S2_Q1									
item_DescBRRA_HornetCanard_F7A_S3									
item_DescBRRA_HornetCanard_S2_Q1									
item_DescBallistic_25mm									
item_DescBallistic_35mm									
item_DescBallistic_50mm									
item_DescBallistic_60mm									
item_DescBandage									
item_DescBehring_Marksman_HS_Platform_x1									
item_DescBehring_Marksman_HS_Platform_x2									
item_DescBehring_Marksman_HS_Platform_x4									
item_DescBehring_Marksman_Quad									
item_DescBlueLaserBolt									
item_DescBuccaneer_Paint_Green_Black									
item_DescCNOU_Cockpit_Audio									
item_DescCNOU_Delta_RocketPod_x18									
item_DescCNOU_Magma_S2_Q1									
item_DescCNOU_Magma_S2_Q1_Center									
item_DescCNOU_Mustang_Alpha_shop									
item_DescCNOU_Mustang_Beta_shop									
item_DescCNOU_Mustang_DefaultSeat									
item_DescCNOU_Mustang_Ejection_Seat									
item_DescCNOU_Mustang_Gamma_shop									
item_DescCNOU_Mustang_LandingSystem									
item_DescCNOU_Mustang_MultiLight									
item_DescCNOU_Mustang_Nose_Turret									
item_DescCOOL_ACOM_S01_IcePlunge									
item_DescCOOL_ACOM_S01_QuickCool									
item_DescCOOL_ACOM_S02_AbsoluteZero_SCItem									
item_DescCOOL_ACOM_S02_IceDive_SCItem									
item_DescCOOL_ACOM_S02_RapidCool_SCItem									
item_DescCOOL_AEGS_S01_Bracer									
item_DescCOOL_AEGS_S01_Bracer_SCItem									
item_DescCOOL_AEGS_S01_Glacier_SCItem									
item_DescCOOL_AEGS_S01_Polar									
item_DescCOOL_AEGS_S01_Tundra									
item_DescCOOL_AEGS_S02_Arctic									
item_DescCOOL_AEGS_S02_Boreal									
item_DescCOOL_AEGS_S03_Blizzard_SCItem									
item_DescCOOL_AEGS_S03_Galinstan_SCItem									
item_DescCOOL_AEGS_S03_Mercury									
item_DescCOOL_AEGS_S04_Tundra									
item_DescCOOL_JSPN_S00_FrostStarSL									
item_DescCOOL_JSPN_S00_WinterStarSL_SCItem									
item_DescCOOL_JSPN_S01_CryoStar									
item_DescCOOL_JSPN_S01_FrostStar									
item_DescCOOL_JSPN_S01_WinterStar									
item_DescCOOL_JSPN_S02_CryoStarEX									
item_DescCOOL_JSPN_S02_FrostStarEX									
item_DescCOOL_JSPN_S02_WinterStarEX_SCItem									
item_DescCOOL_JSPN_S03_FrostStarXL_SCItem									
item_DescCOOL_JSPN_S03_WinterStarXL_SCItem									
item_DescCOOL_JUST_S01_EcoFlow									
item_DescCOOL_JUST_S01_Hydrocel									
item_DescCOOL_JUST_S01_Thermax									
item_DescCOOL_JUST_S02_CoolCore									
item_DescCOOL_JUST_S02_Hydrojet									
item_DescCOOL_JUST_S02_Snowpack_SCItem									
item_DescCOOL_JUST_S03_ChillMax_SCItem									
item_DescCOOL_JUST_S03_Hydropulse_SCItem									
item_DescCOOL_JUST_S03_ThermalCore									
item_DescCOOL_LPLT_S01_ArcticStorm									
item_DescCOOL_LPLT_S01_BlastChill									
item_DescCOOL_LPLT_S01_FlashFreeze									
item_DescCOOL_LPLT_S02_ColdSnap									
item_DescCOOL_LPLT_S03_ColdSurge_SCItem									
item_DescCOOL_LPLT_S03_FrostBurn									
item_DescCOOL_ORIG_S04_890J_SCItem									
item_DescCOOL_TYDT_S01_HeatSafe	"\nSize: 1\nGrade: C\nClass: Stealth\n\nPilots looking to keep their IR signature low rely on Tyler Design & Tech. As an entry level cooler, the HeatSafe not only limits emissions, it is built with Tyler’s satisfaction guarantee.  "								
item_DescCOOL_TYDT_S01_VaporBlock									
item_DescCOOL_TYDT_S02_HeatSink_SCItem									
item_DescCOOL_TYDT_S02_IceBox_SCItem									
item_DescCOOL_TYDT_S02_NightFall_SCItem									
item_DescCOOL_V01_CIV_WCPR_Tepilo									
item_DescCOOL_VNCL_S01_Blade									
item_DescCOOL_VNCL_S01_Cold									
item_DescCOOL_VNCL_S01_Stinger									
item_DescCOOL_VNCL_S01_Void									
item_DescCOOL_WCPR_S00_Fridan									
item_DescCOOL_WCPR_S00_Tepilo_SCItem									
item_DescCOOL_WCPR_S01_Berian									
item_DescCOOL_WCPR_S01_Endo	"\nSize: 1\nGrade: B\nClass: Civilian\n\nA cooler for discerning ship-owners who are looking to push their craft further, Wen/Cassel’s Endo features above average cooling performance and thoughtful design. "								
item_DescCOOL_WCPR_S02_Aufeis_SCItem									
item_DescCOOL_WCPR_S02_Graupel									
item_DescCOOL_WCPR_S02_Taiga_SCItem									
item_DescCOOL_WCPR_S03_Draug_SCItem									
item_DescCOOL_WCPR_S03_Elsen_SCItem									
item_DescCOOL_WCPR_S03_Kragen_SCItem									
item_DescCRUS_Star_Runner_Front_Turret									
item_DescCargoItem_Grabbable									
item_DescCarrack_Paint_BIS2950									
item_DescCarrack_Paint_Copernicus_LightBlue									
item_DescCarrack_Paint_DeBiasio_Orange_Grey									
item_DescCarrack_Paint_Expedition_White									
item_DescCarrack_Paint_Kepler_Blue_Orange									
item_DescCarryable_1H_CY_toy_plushy_orison_whale_1_a									
item_DescCarryable_1H_CY_toy_plushy_orison_whale_1_b									
item_DescCarryable_2H_CY_toy_plushy_orison_whale_1_a									
item_DescCarryable_2H_CY_toy_plushy_orison_whale_1_b									
item_DescCaterpillar_Paint_Green_Black									
item_DescCaterpillar_Paint_IAE2950_Grey_Blue									
item_DescCaterpillar_Paint_IAE2950_Grey_White									
item_DescCaterpillar_Paint_Showdown									
item_DescCaterpillar_Paint_Unity									
item_DescClass_2_KRIG_BG_S3_Q3_Mount									
item_DescClass_2a_Placeholder									
item_DescClass_2b_Placeholder									
item_DescClass_2b_Placeholder_Size1									
item_DescCleanerFish									
item_DescClothingCabinet									
item_DescCoaxialGun									
item_DescCommon_EquipmentDevice									
item_DescConstellation_Bottom_Turret									
item_DescConstellation_Cargo_Prototype									
item_DescConstellation_Interior									
item_DescConstellation_Paint_2950Invictus_1									
item_DescConstellation_Paint_2950Invictus_2									
item_DescConstellation_Paint_BlackHeron									
item_DescConstellation_Paint_OrangeHeron									
item_DescConstellation_Paint_WhiteHeron									
item_DescConstellation_Top_Turret									
item_DescCrab									
item_DescCustomizableBox									
item_DescCutlass_Paint_Black_BIS2950									
item_DescCutlass_Paint_Fleetweek_2021_Grey_Camo									
item_DescCutlass_Paint_Fleetweek_2021_Red_Black									
item_DescCutlass_Paint_Green_Black									
item_DescCutlass_Paint_Showdown									
item_DescCutlass_Paint_Unity									
item_DescCyclone_Paint_AA									
